"한은, 기준금리 동결…""코로나 불확실성 잠재""(종합2보)",http://yna.kr/AKR20210715061651002?did=1195m
'파병' 청해부대 6명 코로나19 확진…'집단감염' 가능성(종합),https://www.news1.kr/articles/?4372176
"금통위, 코로나 확산에도 금리 인상 시그널..""통화완화 정도 조정할 것""(상보)",http://www.edaily.co.kr/news/newspath.asp?newsid=02341926629114848
"한은 금통위, 기준금리 0.5% 동결...코로나 4차 유행 감안",http://www.newsis.com/view/?id=NISX20210715_0001513536&cID=15001&pID=15000
"청해부대서 '코로나19' 6명 확진···합참, 백신 보급도 안해",https://www.khan.co.kr/politics/defense-diplomacy/article/202107150845001
민관 협력해 ‘코로나블루 디지털 치료제’ 개발한다,http://www.busan.com/view/busan/view.php?code=2021071511133573058
"문 대통령, 청해부대 코로나 확진에 ""의료인력 신속투입""",https://news.sbs.co.kr/news/endPage.do?news_id=N1006392797&plink=ORI&cooper=NAVER
"노을 이상곤, 코로나 확진 ""상대배우 확진→양성 판정""[공식][전문]",http://star.mt.co.kr/stview.php?no=2021071513550769257
"한국은행, 기준금리 0.5%로 동결…코로나 4차유행 영향",https://news.jtbc.joins.com/article/article.aspx?news_id=NB12016259
[단독] 군 코로나 발생 이유 있었다… ‘방역수칙 위반 징계’ 군 간부 580여명,http://www.segye.com/content/html/2021/07/15/20210715511160.html?OutUrl=naver
"직원 둔 자영업자 31개월 연속↓…""코로나·최저임금 등 영향""",http://yna.kr/AKR20210714142800030?did=1195m
주한미군도 코로나19 확진자 속출 비상…26명 늘어(종합),http://yna.kr/AKR20210715172051504?did=1195m
"보의연 ""코로나19 백신, 델타 변이에도 최대 80% 이상 예방효과""",http://yna.kr/AKR20210715171300530?did=1195m
전북서 코로나19 25명 신규 확진…'강화된 1단계' 거리두기 적용(종합),http://yna.kr/AKR20210715041251055?did=1195m
"코로나로 과밀학급 문제…""교육부, 학생수 줄이는데 추경 사용""",http://yna.kr/AKR20210715048100530?did=1195m
"한국은행, 기준금리 0.5%로 동결…코로나 4차유행 영향",https://news.jtbc.joins.com/article/article.aspx?news_id=NB12016259
[단독] 군 코로나 발생 이유 있었다… ‘방역수칙 위반 징계’ 군 간부 580여명,http://www.segye.com/content/html/2021/07/15/20210715511160.html?OutUrl=naver
"[단독] '전지현 시어머니' 이정우 디자이너, 코로나 확진",https://www.hankyung.com/entertainment/article/202107153457H
"[단독] '코로나 비상' 노량진 학원가, '1타 강사' 백신 예약 '누락'",http://news.tf.co.kr/read/national/1875457.htm
국내선 항공 수요 코로나 이전 수준으로 회복,https://www.seoul.co.kr/news/newsView.php?id=20210715500057&wlog_tag3=naver
"靑 NSC, '코로나 확진자 발생' 청해부대 대책 논의",http://www.fnnews.com/news/202107151715167621
'해외파병' 청해부대서 6명 코로나 확진…늑장 간이검사 화 키워(종합),http://yna.kr/AKR20210715023751504?did=1195m
"靑 행정관 1명, 코로나 확진 판정",http://yna.kr/AKR20210714101600001?did=1195m
"서울시 탓에 코로나 4차 유행? 오세훈 ""해명합니다""",https://news.jtbc.joins.com/article/article.aspx?news_id=NB12016310
"노을 이상곤, 코로나19 확진 '발칵' [전문]",http://enews.imbc.com/News/RetrieveNewsInfo/320163
코로나의 또다른 비극…미 약물 과다복용 사망 '시간당 10명',http://yna.kr/AKR20210715014300071?did=1195m
"[종합]코로나 신규 확진자 1600명, 이틀째 1600명 이상 발생",http://www.fnnews.com/news/202107150934421480
"[일문일답]이주열 총재 ""코로나19 방역 전개 상황 봐서 금리 올릴 것""(상보)",http://www.edaily.co.kr/news/newspath.asp?newsid=02912646629114848
"LG생활건강, 생활용품대리점에 코로나19 재난지원금 지급",http://news.tf.co.kr/read/economy/1875400.htm
부천영화제 관객 등 2명 코로나19 확진…동행자 능동감시(종합),http://yna.kr/AKR20210715152551065?did=1195m
코로나19 검사 받는 이춘석 사무총장,http://www.newsis.com/view/?id=NISI20210715_0017672163
"[단독]김요한, 코로나19 확진…방송가 '비상'",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=431709
코로나 신규확진 1600명… 비수도권 확산세도 비상,https://biz.chosun.com/topics/topics_social/2021/07/15/2MSSW3NT75E2PEUJFAW52YTXDE/?utm_source=naver&utm_medium=original&utm_campaign=biz
"'코로나 불확실성'에 금리 동결했지만…이주열 ""내달부터 조정 검토""",https://www.hankyung.com/economy/article/2021071544761
올해 상반기 국내선·화물 항공 코로나 이전 수준 회복,https://biz.chosun.com/policy/policy_sub/2021/07/15/ZEVE64V2YFGZNI2UXPPBAD6ZTU/?utm_source=naver&utm_medium=original&utm_campaign=biz
국회 코로나19 전수검사,http://www.newsis.com/view/?id=NISI20210715_0017672249
[단독]유아인 라미란 ‘하이파이브’ 스태프 코로나 양성 의심 촬영 중단,https://www.newsen.com/news_view.php?uid=202107151218107910
"코로나19, 오후 6시까지 1192명 확진...전날보다 71명 적어",http://www.edaily.co.kr/news/newspath.asp?newsid=04283686629114848
"文대통령, ‘코로나 비상’ 베트남과 정상통화 “진출 韓기업에 관심을”",http://www.edaily.co.kr/news/newspath.asp?newsid=04234486629114848
"매파색 짙어진 한은, 코로나 재유행에도 확고해진 금리정상화 의지",http://biz.khan.co.kr/khan_art_view.html?artid=202107150948001&code=920100
코로나 바이러스 20분 내 신속진단…KAIST ‘초고감도 검출기술’ 개발,http://news.heraldcorp.com/view.php?ud=20210715000768
코로나19 PCR 자가 검사,https://www.news1.kr/photos/view/?4874856
"“하루 커피 1~3잔, 코로나 감염 위험 10% 감소”",https://www.donga.com/news/article/all/20210714/107960111/1
코로나로 '마약 직구' 급증…통조림·커피봉지에 숨겼다 '덜미',http://www.edaily.co.kr/news/newspath.asp?newsid=02132006629114848
"""코로나넘었다""…상반기 수출 3032억弗 '역대최대'",http://www.fnnews.com/news/202107150845449534
"KBO, 16일 NC '코로나 술판 논란' 상벌위원회 개최 [오피셜]",http://www.osen.co.kr/article/G1111619484
이주열 “8월 금통위부터 통화정책 조정”…코로나 확산에도 금리인상 시사,https://biz.chosun.com/policy/policy_sub/2021/07/15/SBFLM4653NDH7PHACTZGNO7QZQ/?utm_source=naver&utm_medium=original&utm_campaign=biz
[게시판] 하나은행 모바일앱에서 '코로나19 백신 정보 제공',http://yna.kr/AKR20210715065300002?did=1195m
"文 ""코로나 엄중…국무위원 국회 출석시간 최소화해달라""",https://www.hankyung.com/politics/article/202107153050i
"여의도 금융사 35곳 전직원, 코로나 선제 검사 받는다",https://biz.chosun.com/topics/topics_social/2021/07/15/NQ4QFUV2DFDDVLP547JRJKD4RM/?utm_source=naver&utm_medium=original&utm_campaign=biz
"통조림, 우표에 숨겼다 덜미…코로나 속 ‘마약 직구’ 적발 153% 증가",https://www.donga.com/news/article/all/20210715/107976188/1
"[단독]사무실서 술자리, 국책은행 노조…코로나확진",http://www.edaily.co.kr/news/newspath.asp?newsid=03322646629114848
코로나 확산에도 日 최저임금 3.1% 인상…시간당 930엔,https://www.seoul.co.kr/news/newsView.php?id=20210715500116&wlog_tag3=naver
코로나19 신규 확진자 1600명…이틀째 1600명대,https://www.hani.co.kr/arti/society/health/1003605.html
3시간만에 40만명···55~59세 코로나19 백신 접종 예약 재개,https://www.sedaily.com/NewsView/22OX7D9ASZ
마약 밀수 ‘해외 직구’ 코로나 때문?… 2030 파고든다,https://news.kbs.co.kr/news/view.do?ncd=5233837&ref=A
"'코로나 파문' NC선수들, 수사의 시간…줄소환 불가피",http://www.newsis.com/view/?id=NISX20210714_0001513222&cID=10201&pID=10200
"한은, 14개월 연속 기준금리 0.5% 동결… 코로나 변수 급부상(상보)",http://moneys.mt.co.kr/news/mwView.php?no=2021071509528090584
"시진핑, '코로나19 대응' APEC 화상 정상회의 참석",http://yna.kr/AKR20210715108900083?did=1195m
"NC 코로나19 논란에 선수협 ""프로야구 선수 대표해 사죄""",http://yna.kr/AKR20210715121300007?did=1195m
"작년 인권위 진정 8.2% 감소…""코로나로 대면접촉 줄면서""",http://yna.kr/AKR20210714149400004?did=1195m
"인구 4500만 아르헨티나, 코로나로 10만명 사망",https://biz.chosun.com/international/international_general/2021/07/15/E3ZDPQ7B4VDKFNZUOBXIOHFPTE/?utm_source=naver&utm_medium=original&utm_campaign=biz
"경남제약, 래피젠과 코로나 자가검사키트 판매 계약",http://www.newsis.com/view/?id=NISX20210715_0001514000&cID=10434&pID=13100
[속보] 문무대왕함 근무 장병 6명 코로나19 확진,http://news.kmib.co.kr/article/view.asp?arcid=0016056735&code=61111911&cp=nv
“비수도권 본격 확산”...코로나19 신규 확진 1600명(종합),https://www.seoul.co.kr/news/newsView.php?id=20210715500024&wlog_tag3=naver
"[단독]차지연, 코로나 완치..'레드북' '광화문연가'로 활동 재개 [종합]",http://star.mt.co.kr/stview.php?no=2021071509325262270
‘호텔 술자리’ 뒤 코로나 확진…NC 선수들 동선도 속여,https://www.donga.com/news/article/all/20210714/107956789/1
"오세훈 ""코로나19 확산이 서울시 탓? 역학조사 TF 해체 사실 아냐""",https://www.ytn.co.kr/_ln/0101_202107151403012724
"코로나4단계, 차라리 영업 중단",http://yna.kr/PYH20210715175500013?did=1196m
강남구청장 “서울 코로나 상황 긴박한데 오세훈 방역현장에서 안 보여”,http://www.segye.com/content/html/2021/07/15/20210715503737.html?OutUrl=naver
"美 LA, 한달 새 코로나 확진자 6배로…병원은 또다시 환자 넘쳐",http://yna.kr/AKR20210715007500091?did=1195m
"한은, 기준금리 0.50% '동결'…코로나 4차 대유행에 불확실성↑",https://www.hankyung.com/economy/article/2021071521266
'좌식에서 입식으로'…코로나19로 바뀌는 장례식장,http://www.newsis.com/view/?id=NISX20210715_0001514802&cID=10201&pID=10200
코로나19 확산에 보령머드축제 오프라인 행사 대폭 축소,http://yna.kr/AKR20210715076300063?did=1195m
부산 신세계백화점 센텀시티점 직원 코로나 확진,https://biz.chosun.com/topics/topics_social/2021/07/15/OS7JUG3NKVGCTHLUUZEAEQOG5U/?utm_source=naver&utm_medium=original&utm_campaign=biz
"대전시, 코로나19 변이 바이러스 직접 선별",http://www.newsis.com/view/?id=NISX20210715_0001514378&cID=10807&pID=10800
코로나에 작년 외국인 유출·내국인 유입 '역대 최대',http://yna.kr/AKR20210715094100002?did=1195m
"KBO, '코로나19 방역수칙 위반' NC다이노스 선수들 상벌위원회 회부",https://view.asiae.co.kr/article/2021071517510476619
"[게시판] 예탁원, 코로나 확산에 신입직원 공채 일정 연기",http://yna.kr/AKR20210715117800002?did=1195m
대전서 코로나19 변이 감염 사례 총 73명…델타 14명,http://yna.kr/AKR20210715159100063?did=1195m
"경남제약, 래피젠 코로나19 자가검사키트 판매 계약",http://yna.kr/AKR20210715154500017?did=1195m
"靑 행정관 1명, 코로나 확진 판정…靑소속으론 첫 사례(종합)",http://yna.kr/AKR20210714101651001?did=1195m
"[속보] 올해 예비군 훈련 미실시 軍 ""코로나 상황 고려""",http://www.fnnews.com/news/202107131728136946
오후 6시까지 1192명 코로나 확진…어제보다 71명 감소,https://www.chosun.com/national/national_general/2021/07/15/5UIGJYRHMNDCTMWON3EUCS5NUE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"하나은행, 모바일 앱에서 코로나19 백신 정보 제공",https://www.news1.kr/articles/?4372220
[종합] 오후 6시 기준 코로나19 신규 확진자 1192명... 전날보다 71명 줄어,http://www.getnews.co.kr/news/articleView.html?idxno=540321
"차지연, 코로나 완치 판정…뮤지컬 출연 재개",http://www.newsis.com/view/?id=NISX20210715_0001513667&cID=10701&pID=10700
"청와대도 뚫렸다…“행정관 1명, 코로나 확진”",https://www.donga.com/news/article/all/20210714/107950597/1
부산 8개 학교서 학생·교직원 등 8명 코로나19 확진,http://www.newsis.com/view/?id=NISX20210714_0001513163&cID=10811&pID=10800
"삼성전자, 2주간 코로나 특별방역기간…저녁 법인카드 사용 제한",http://yna.kr/AKR20210715158700003?did=1195m
"[단독]김요한, 코로나19 확진→'리더의 연애' 김구라‧박명수‧한혜진 코로나19 검사",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=431722
성남FC 코로나19 확진 선수 4명 늘어…총 15명 감염,http://yna.kr/AKR20210715098000007?did=1195m
[속보]코로나19 신규 확진자 1600명…이틀 연속 1600명대 기록,http://www.edaily.co.kr/news/newspath.asp?newsid=01725286629114848
코로나19 음성확인서 무인발급기,https://www.news1.kr/photos/view/?4874511
"코로나 비상 걸린 여의도… ""증권사 전직원 코로나 선제 검사""",http://moneys.mt.co.kr/news/mwView.php?no=2021071512128074851
코로나19 신규확진 1600명… 전날 이어 두번째 규모,https://www.donga.com/news/article/all/20210715/107963451/1
"LX인터내셔널, 인도네시아 코로나19 재확산 방지 노력 동참",http://sports.chosun.com/news/ntype.htm?id=202107150100119970007610&servicedate=20210715
"커피의 또다른 효능? ""항산·항염 성분이 코로나 감염 줄여""",http://yna.kr/AKR20210714129700009?did=1195m
코로나19 이전보다 증가한 국내선 여행객,http://yna.kr/PYH20210715149300013?did=1196m
靑 행정관 1명 코로나19 확진…직원 중 확진 첫 사례(종합),http://www.newsis.com/view/?id=NISX20210714_0001512823&cID=10301&pID=10300
국회 코로나19 전수검사,http://www.newsis.com/view/?id=NISI20210715_0017672246
"한은, 기준금리 동결… ""코로나19 불확실성 감안해 완화기조 유지""(종합)",http://moneys.mt.co.kr/news/mwView.php?no=2021071511308098517
"시진핑, '코로나19 대응' APEC 화상 정상회의 참석",http://yna.kr/AKR20210715108900083?did=1195m
"NC 코로나19 논란에 선수협 ""프로야구 선수 대표해 사죄""",http://yna.kr/AKR20210715121300007?did=1195m
"文, 청해부대 코로나 확진 사태에 ""의료인력 신속 투입""",https://www.sedaily.com/NewsView/22OX7XEBE5
"작년 인권위 진정 8.2% 감소…""코로나로 대면접촉 줄면서""",http://yna.kr/AKR20210714149400004?did=1195m
"인구 4500만 아르헨티나, 코로나로 10만명 사망",https://biz.chosun.com/international/international_general/2021/07/15/E3ZDPQ7B4VDKFNZUOBXIOHFPTE/?utm_source=naver&utm_medium=original&utm_campaign=biz
"경남제약, 래피젠과 코로나 자가검사키트 판매 계약",http://www.newsis.com/view/?id=NISX20210715_0001514000&cID=10434&pID=13100
[속보] 문무대왕함 근무 장병 6명 코로나19 확진,http://news.kmib.co.kr/article/view.asp?arcid=0016056735&code=61111911&cp=nv
“비수도권 본격 확산”...코로나19 신규 확진 1600명(종합),https://www.seoul.co.kr/news/newsView.php?id=20210715500024&wlog_tag3=naver
